"Volts (V)","Time (s)","Current (A)","Volts (V)","Time (s)","Current (A)","Volts (V)","Time (s)","Current (A)","Volts (V)","Time (s)","Current (A)","Volts (V)","Time (s)","Current (A)",Dsnref,Dspref,Rpn,Rpp,efn,efp,en,ep,knref,kpref,ln1,lp
4.2,0.,1,4.2,0.,2,4.2,0.,3,4.2,0.,4,4.2,0.,5,.432e-13,.450e-13,.60e-5,.96e-5,.39120e-1,.300e-1,.456,.48,.61842e-10,.8004e-10,.2790e-4,.516e-4
4.05089764739645,47.088907350035,0,3.93497996839987,24.942634770288,0,3.83993110645264,17.5618627801784,0,3.75546644235072,13.8708190468144,0,3.67298346900835,11.6548494675775,0,0,0,0,0,0,0,0,0,0,0,0,0
4.05089764739645,94.17781470007,0,3.93497996839988,49.8852695405761,0,3.83993110645264,35.1237255603569,0,3.75546644235073,27.7416380936288,0,3.67298346900836,23.309698935155,0,0,0,0,0,0,0,0,0,0,0,0,0
4.05089764739646,141.266722050105,0,3.93497996839987,74.8279043108641,0,3.83993110645263,52.6855883405353,0,3.75546644235073,41.6124571404433,0,3.67298346900836,34.9645484027325,0,0,0,0,0,0,0,0,0,0,0,0,0
4.05089764739646,188.35562940014,0,3.93497996839988,99.7705390811521,0,3.83993110645263,70.2474511207138,0,3.75546644235073,55.4832761872577,0,3.67298346900836,46.61939787031,0,0,0,0,0,0,0,0,0,0,0,0,0
4.03618472943168,235.444536750175,0,3.93497996839988,124.71317385144,0,3.83993110645263,87.8093139008922,0,3.75546644235073,69.3540952340721,0,3.67298346900835,58.2742473378875,0,0,0,0,0,0,0,0,0,0,0,0,0
4.01765843650828,282.53344410021,0,3.93497996839988,149.655808621728,0,3.83993110645264,105.371176681071,0,3.75546644235073,83.2249142808865,0,3.67298346900836,69.929096805465,0,0,0,0,0,0,0,0,0,0,0,0,0
4.00126363946013,329.622351450245,0,3.93497996839988,174.598443392016,0,3.83993110645263,122.933039461249,0,3.75546644235073,97.0957333277009,0,3.67298346900836,81.5839462730424,0,0,0,0,0,0,0,0,0,0,0,0,0
3.98635613744973,376.71125880028,0,3.93497996839988,199.541078162304,0,3.83993110645263,140.494902241428,0,3.75546644235072,110.966552374515,0,3.67298346900835,93.2387957406199,0,0,0,0,0,0,0,0,0,0,0,0,0
3.97229556152382,423.800166150315,0,3.92031140856022,224.483712932592,0,3.83993110645264,158.056765021606,0,3.75546644235072,124.83737142133,0,3.67298346900836,104.893645208197,0,0,0,0,0,0,0,0,0,0,0,0,0
3.95875597235985,470.88907350035,0,3.90693619249264,249.42634770288,0,3.83993110645263,175.618627801784,0,3.75546644235072,138.708190468144,0,3.67298346900836,116.548494675775,0,0,0,0,0,0,0,0,0,0,0,0,0
3.94552026100366,517.977980850385,0,3.8941349895624,274.368982473168,0,3.83993110645264,193.180490581963,0,3.75546644235072,152.579009514959,0,3.67298346900836,128.203344143352,0,0,0,0,0,0,0,0,0,0,0,0,0
3.93239444530801,565.06688820042,0,3.88143357604925,299.311617243456,0,3.83232078853193,210.742353362141,0,3.75546644235072,166.449828561773,0,3.67298346900835,139.85819361093,0,0,0,0,0,0,0,0,0,0,0,0,0
3.91918518278987,612.155795550455,0,3.86858149609076,324.254252013744,0,3.81999297105986,228.30421614232,0,3.75546644235072,180.320647608588,0,3.67298346900836,151.513043078507,0,0,0,0,0,0,0,0,0,0,0,0,0
3.90569440444289,659.24470290049,0,3.85537138772426,349.196886784032,0,3.80729709856183,245.866078922498,0,3.75546644235072,194.191466655402,0,3.67298346900836,163.167892546085,0,0,0,0,0,0,0,0,0,0,0,0,0
3.89171881856247,706.333610250525,0,3.84159430579471,374.13952155432,0,3.79392613343093,263.427941702677,0,3.74797799449852,208.062285702216,0,3.67298346900837,174.822742013662,0,0,0,0,0,0,0,0,0,0,0,0,0
3.87705062141738,753.42251760056,0,3.82703109565414,399.082156324609,0,3.77964071832287,280.989804482855,0,3.73425885117073,221.933104749031,0,3.67298346900836,186.47759148124,0,0,0,0,0,0,0,0,0,0,0,0,0
3.86159244566846,800.511424950595,0,3.81148936355918,424.024791094897,0,3.76420687104095,298.551667263034,0,3.71920376357154,235.803923795845,0,3.67298346900835,198.132440948817,0,0,0,0,0,0,0,0,0,0,0,0,0
3.84559173043773,847.60033230063,0,3.79514310965631,448.967425865185,0,3.74766652345971,316.113530043212,0,3.70270863690982,249.67474284266,0,3.65935946497754,209.787290416395,0,0,0,0,0,0,0,0,0,0,0,0,0
3.82935916088025,894.689239650665,0,3.77837319180493,473.910060635473,0,3.73046842266855,333.675392823391,0,3.68524652043304,263.545561889474,0,3.641897897677,221.442139883972,0,0,0,0,0,0,0,0,0,0,0,0,0
3.81320373050968,941.7781470007,0,3.76155242984944,498.852695405761,0,3.71305988247223,351.237255603569,0,3.66736637232429,277.416380936288,0,3.62372954012493,233.09698935155,0,0,0,0,0,0,0,0,0,0,0,0,0
3.79743325288617,988.867054350735,0,3.74506057263527,523.795330176049,0,3.69590588399838,368.799118383747,0,3.64962146936033,291.287199983103,0,3.60553616071676,244.751838819127,0,0,0,0,0,0,0,0,0,0,0,0,0
3.78232091987059,1035.95596170077,0,3.72923628296605,548.737964946337,0,3.67941766739726,386.360981163926,0,3.63253121468261,305.158019029917,0,3.58793043278113,256.406688286705,0,0,0,0,0,0,0,0,0,0,0,0,0
3.76792420431818,1083.04486905081,0,3.71417582328847,573.680599716625,0,3.6637434609386,403.922843944104,0,3.61629503914909,319.028838076732,0,3.57120543541549,268.061537754282,0,0,0,0,0,0,0,0,0,0,0,0,0
3.75421464674784,1130.13377640084,0,3.69984961690722,598.623234486913,0,3.64885410848637,421.484706724283,0,3.60089194429312,332.899657123546,0,3.55535143485822,279.71638722186,0,0,0,0,0,0,0,0,0,0,0,0,0
3.74116291372674,1177.22268375088,0,3.68622615208276,623.565869257201,0,3.6347163148225,439.046569504461,0,3.58628978901627,346.770476170361,0,3.54034061048031,291.371236689437,0,0,0,0,0,0,0,0,0,0,0,0,0
3.72873897026836,1224.31159110091,0,3.67327272636482,648.508504027489,0,3.62129512906837,456.60843228464,0,3.57245125665466,360.641295217175,0,3.52613693520367,303.026086157015,0,0,0,0,0,0,0,0,0,0,0,0,0
3.71691208941522,1271.40049845095,0,3.66095412246007,673.451138797777,0,3.6085528781453,474.170295064818,0,3.55933617431555,374.512114263989,0,3.51269888287265,314.680935624592,0,0,0,0,0,0,0,0,0,0,0,0,0
3.70565077633505,1318.48940580098,0,3.64923492561432,698.393773568065,0,3.59644967394781,491.732157844996,0,3.54690141856548,388.382933310804,0,3.49998000595902,326.33578509217,0,0,0,0,0,0,0,0,0,0,0,0,0
3.69492273525868,1365.57831315102,0,3.6380786554892,723.336408338353,0,3.58494385966812,509.294020625175,0,3.53510141805869,402.253752357618,0,3.48793279985323,337.990634559747,0,0,0,0,0,0,0,0,0,0,0,0,0
3.68469478660109,1412.66722050105,0,3.6274462414178,748.279043108641,0,3.57399204715781,526.855883405353,0,3.52388835500761,416.124571404433,0,3.47650739022361,349.645484027325,0,0,0,0,0,0,0,0,0,0,0,0,0
3.6749327630786,1459.75612785109,0,3.61729839115284,773.221677878929,0,3.56354925998154,544.417746185532,0,3.51321239256409,429.995390451247,0,3.46564263446755,361.300333494902,0,0,0,0,0,0,0,0,0,0,0,0,0
3.66560139827656,1506.84503520112,0,3.60759437652736,798.164312649217,0,3.55356975441374,561.97960896571,0,3.50302076477702,443.866209498061,0,3.45528269275223,372.95518296248,0,0,0,0,0,0,0,0,0,0,0,0,0
3.65666423584752,1553.93394255116,0,3.59829037982224,823.106947419505,0,3.544004710781,579.541471745889,0,3.49325885481374,457.737028544876,0,3.445367415631,384.610032430057,0,0,0,0,0,0,0,0,0,0,0,0,0
3.64808359826866,1601.02284990119,0,3.58934199442389,848.049582189793,0,3.53480274144693,597.103334526067,0,3.48386947959469,471.60784759169,0,3.43583302678314,396.264881897635,0,0,0,0,0,0,0,0,0,0,0,0,0
3.63982056013151,1648.11175725123,0,3.58070280125414,872.992216960081,0,3.52590986806904,614.665197306246,0,3.47479253773012,485.478666638505,0,3.42661242886429,407.919731365212,0,0,0,0,0,0,0,0,0,0,0,0,0
3.63183513357697,1695.20066460126,0,3.57232286532941,897.934851730369,0,3.51726908596581,632.227060086424,0,3.46596462155954,499.349485685319,0,3.4176347341305,419.57458083279,0,0,0,0,0,0,0,0,0,0,0,0,0
3.62408657192418,1742.2895719513,0,3.56415170209555,922.877486500657,0,3.50882189671188,649.788922866603,0,3.45731857424733,513.220304732134,0,3.40882533340548,431.229430300367,0,0,0,0,0,0,0,0,0,0,0,0,0
3.61653374097764,1789.37847930133,0,3.55613697550441,947.820121270945,0,3.5005072170381,667.350785646781,0,3.44878322278798,527.091123778948,0,3.40010605853963,442.884279767945,0,0,0,0,0,0,0,0,0,0,0,0,0
3.60913535618306,1836.46738665137,0,3.54822350322712,972.762756041233,0,3.49225879658013,684.912648426959,0,3.44028394225605,540.961942825762,0,3.39139339191531,454.539129235522,0,0,0,0,0,0,0,0,0,0,0,0,0
3.60184969403389,1883.5562940014,0,3.54035603905997,997.705390811521,0,3.48401089559763,702.474511207138,0,3.43174591787144,554.832761872577,0,3.38259971548199,466.1939787031,0,0,0,0,0,0,0,0,0,0,0,0,0
3.5946332011722,1930.64520135144,0,3.5324764493798,1022.64802558181,0,3.4756944707098,720.036373987316,0,3.42308891455732,568.703580919391,0,3.37363346999574,477.848828170677,0,0,0,0,0,0,0,0,0,0,0,0,0
3.5874369466485,1977.73410870147,0,3.52452008405048,1047.5906603521,0,3.46723524013505,737.598236767495,0,3.41422781451466,582.574399966206,0,3.36440115354359,489.503677638255,0,0,0,0,0,0,0,0,0,0,0,0,0
3.58019721586578,2024.82301605151,0,3.51641056149772,1072.53329512239,0,3.45854947901125,755.160099547673,0,3.40507320849905,596.44521901302,0,3.35480270734662,501.158527105832,0,0,0,0,0,0,0,0,0,0,0,0,0
3.57277271362201,2071.91192340154,0,3.50803119811012,1097.47592989267,0,3.44952664750936,772.721962327852,0,3.39551034302714,610.316038059835,0,3.3447178459731,512.81337657341,0,0,0,0,0,0,0,0,0,0,0,0,0
3.56393325955762,2119.00083075158,0,3.49888180851123,1122.41856466296,0,3.43989926240327,790.28382510803,0,3.3853492569677,624.186857106649,0,3.33397925176887,524.468226040987,0,0,0,0,0,0,0,0,0,0,0,0,0
3.5412136659902,2166.08973810161,0,3.48187428286504,1147.36119943325,0,3.42643200851732,807.845687888209,0,3.37318148074009,638.057676153463,0,3.32191736041136,536.123075508565,0,0,0,0,0,0,0,0,0,0,0,0,0
3.50977158236479,2213.17864545165,0,3.44667812832985,1172.30383420354,0,3.39110146308952,825.407550668387,0,3.34167897666262,651.928495200278,0,3.29634689197427,547.777924976142,0,0,0,0,0,0,0,0,0,0,0,0,0
3.43312981941455,2260.26755280168,0,3.38499076834758,1197.24646897383,0,3.34134150457486,842.969413448565,0,3.29758611499672,665.799314247092,0,3.25260348688605,559.43277444372,0,0,0,0,0,0,0,0,0,0,0,0,0
3.28099355168333,2307.35646015172,0,3.2395036401544,1222.18910374411,0,3.20155120269858,860.531276228744,0,3.16536698195464,679.670133293907,0,3.13063524240431,571.087623911297,0,0,0,0,0,0,0,0,0,0,0,0,0
2.8,2354.44536750175,0,2.8,1247.1317385144,0,2.8,878.093139008922,0,2.8,693.540952340721,0,2.8,582.742473378875,0,0,0,0,0,0,0,0,0,0,0,0,0
