"Volts (V)","Time (s)","Current (A)","Volts (V)","Time (s)","Current (A)","Volts (V)","Time (s)","Current (A)","Volts (V)","Time (s)","Current (A)","Volts (V)","Time (s)","Current (A)",Dsnref,Dspref,Rpn,Rpp,efn,efp,en,ep,knref,kpref,ln1,lp
4.2,0.,1,4.2,0.,2,4.2,0.,3,4.2,0.,4,4.2,0.,5,.432e-13,.450e-13,.120e-4,.96e-5,.19560e-1,.300e-1,.228,.24,.61842e-10,.8004e-10,.5580e-4,.258e-4
4.04962522472529,54.0614680950558,0,3.93180611140184,27.5713166959113,0,3.83610697054196,18.7492123270008,0,3.74298332672461,14.3411737235493,0,3.64697621924648,11.697735166761,0,0,0,0,0,0,0,0,0,0,0,0,0
4.04962522472529,108.122936190112,0,3.93180611140184,55.1426333918225,0,3.83610697054196,37.4984246540016,0,3.74298332672461,28.6823474470986,0,3.64697621924648,23.3954703335219,0,0,0,0,0,0,0,0,0,0,0,0,0
4.04962522472529,162.184404285167,0,3.93180611140184,82.7139500877338,0,3.83610697054196,56.2476369810023,0,3.74298332672461,43.0235211706479,0,3.64697621924648,35.0932055002829,0,0,0,0,0,0,0,0,0,0,0,0,0
4.04069702194686,216.245872380223,0,3.93180611140184,110.285266783645,0,3.83610697054195,74.9968493080031,0,3.74298332672461,57.3646948941972,0,3.64697621924648,46.7909406670439,0,0,0,0,0,0,0,0,0,0,0,0,0
4.01265575069121,270.307340475279,0,3.93180611140184,137.856583479556,0,3.83610697054196,93.7460616350039,0,3.74298332672461,71.7058686177465,0,3.64697621924648,58.4886758338049,0,0,0,0,0,0,0,0,0,0,0,0,0
3.98736340382784,324.368808570335,0,3.93180611140184,165.427900175468,0,3.83610697054196,112.495273962005,0,3.74298332672461,86.0470423412959,0,3.64697621924648,70.1864110005658,0,0,0,0,0,0,0,0,0,0,0,0,0
3.96418872167499,378.430276665391,0,3.93180611140184,192.999216871379,0,3.83610697054196,131.244486289005,0,3.74298332672461,100.388216064845,0,3.64697621924648,81.8841461673268,0,0,0,0,0,0,0,0,0,0,0,0,0
3.94230809640027,432.491744760446,0,3.91503651671242,220.57053356729,0,3.83610697054195,149.993698616006,0,3.7429833267246,114.729389788394,0,3.64697621924648,93.5818813340878,0,0,0,0,0,0,0,0,0,0,0,0,0
3.92084362297151,486.553212855502,0,3.89353092487235,248.141850263201,0,3.83610697054196,168.742910943007,0,3.7429833267246,129.070563511944,0,3.64697621924648,105.279616500849,0,0,0,0,0,0,0,0,0,0,0,0,0
3.89890689791566,540.614680950558,0,3.87229000766618,275.713166959113,0,3.83610697054196,187.492123270008,0,3.7429833267246,143.411737235493,0,3.64697621924648,116.97735166761,0,0,0,0,0,0,0,0,0,0,0,0,0
