"Volts (V)","Time (s)","Current (A)","Volts (V)","Time (s)","Current (A)","Volts (V)","Time (s)","Current (A)","Volts (V)","Time (s)","Current (A)","Volts (V)","Time (s)","Current (A)",Dsnref,Dspref,Rpn,Rpp,efn,efp,en,ep,knref,kpref,ln1,lp
4.2,0.,1,4.2,0.,2,4.2,0.,3,4.2,0.,4,4.2,0.,5,.432e-13,.450e-13,.120e-4,.48e-5,.39120e-1,.150e-1,.228,.24,.61842e-10,.8004e-10,.2790e-4,.516e-4
4.08695241626997,63.7481140562637,0,4.01888833320355,31.60549829053,0,3.9587390555262,20.8973410601684,0,3.90123663388913,15.5456999121832,0,3.84515099052425,12.3362772737768,0,0,0,0,0,0,0,0,0,0,0,0,0
4.08695241626997,127.496228112527,0,4.01888833320354,63.21099658106,0,3.95873905552621,41.7946821203369,0,3.90123663388913,31.0913998243664,0,3.84515099052425,24.6725545475536,0,0,0,0,0,0,0,0,0,0,0,0,0
4.08695241626997,191.244342168791,0,4.01888833320355,94.8164948715901,0,3.95873905552619,62.6920231805053,0,3.90123663388913,46.6370997365496,0,3.84515099052425,37.0088318213304,0,0,0,0,0,0,0,0,0,0,0,0,0
4.0727618286174,254.992456225055,0,4.01888833320354,126.42199316212,0,3.95873905552621,83.5893642406737,0,3.90123663388913,62.1827996487328,0,3.84515099052424,49.3451090951073,0,0,0,0,0,0,0,0,0,0,0,0,0
4.05662243967347,318.740570281319,0,4.01888833320355,158.02749145265,0,3.9587390555262,104.486705300842,0,3.90123663388913,77.728499560916,0,3.84515099052425,61.6813863688841,0,0,0,0,0,0,0,0,0,0,0,0,0
4.04068456033243,382.488684337582,0,4.01888833320354,189.63298974318,0,3.95873905552619,125.384046361011,0,3.90123663388913,93.2741994730992,0,3.84515099052425,74.0176636426609,0,0,0,0,0,0,0,0,0,0,0,0,0
4.02504209836034,446.236798393846,0,4.00805356371728,221.23848803371,0,3.95873905552621,146.281387421179,0,3.90123663388913,108.819899385282,0,3.84515099052425,86.3539409164377,0,0,0,0,0,0,0,0,0,0,0,0,0
4.00986347998638,509.98491245011,0,3.99195034770635,252.84398632424,0,3.95873905552619,167.178728481347,0,3.90123663388913,124.365599297466,0,3.84515099052425,98.6902181902145,0,0,0,0,0,0,0,0,0,0,0,0,0
3.99533189083208,573.733026506374,0,3.97603989652148,284.44948461477,0,3.9587390555262,188.076069541516,0,3.90123663388913,139.911299209649,0,3.84515099052425,111.026495463991,0,0,0,0,0,0,0,0,0,0,0,0,0
3.98154018682385,637.481140562637,0,3.96050682320835,316.0549829053,0,3.95163935608902,208.973410601684,0,3.90123663388913,155.456999121832,0,3.84515099052425,123.362772737768,0,0,0,0,0,0,0,0,0,0,0,0,0
3.96838333649994,701.229254618901,0,3.94552909754342,347.66048119583,0,3.93523817619523,229.870751661853,0,3.90123663388913,171.002699034015,0,3.84515099052425,135.699050011545,0,0,0,0,0,0,0,0,0,0,0,0,0
3.95572564785862,764.977368675165,0,3.93127175189603,379.26597948636,0,3.91915597308008,250.768092722021,0,3.90123663388913,186.548398946198,0,3.84515099052425,148.035327285322,0,0,0,0,0,0,0,0,0,0,0,0,0
3.94342685566247,828.725482731429,0,3.91774869376887,410.87147777689,0,3.90355495228073,271.66543378219,0,3.89898299896763,202.094098858382,0,3.84515099052425,160.371604559099,0,0,0,0,0,0,0,0,0,0,0,0,0
3.93134295843494,892.473596787692,0,3.90482813866482,442.47697606742,0,3.88859335548016,292.562774842358,0,3.88242011905685,217.639798770565,0,3.84515099052425,172.707881832875,0,0,0,0,0,0,0,0,0,0,0,0,0
3.91932698618876,956.221710843956,0,3.89236912427924,474.08247435795,0,3.87440389946972,313.460115902527,0,3.86625092345512,233.185498682748,0,3.84515099052425,185.044159106652,0,0,0,0,0,0,0,0,0,0,0,0,0
3.90722965530382,1019.96982490022,0,3.88022810239587,505.68797264848,0,3.86093542230294,334.357456962695,0,3.85062400412402,248.731198594931,0,3.84515099052425,197.380436380429,0,0,0,0,0,0,0,0,0,0,0,0,0
3.89489980873641,1083.71793895648,0,3.86825940132586,537.29347093901,0,3.84804636802482,355.254798022863,0,3.83568614390705,264.276898507114,0,3.83207203282906,209.716713654206,0,0,0,0,0,0,0,0,0,0,0,0,0
3.88218482072015,1147.46605301275,0,3.85631564969998,568.89896922954,0,3.83559304410258,376.152139083032,0,3.82153672239808,279.822598419298,0,3.81586802832228,222.052990927983,0,0,0,0,0,0,0,0,0,0,0,0,0
3.86893091928679,1211.21416706901,0,3.84424806844733,600.50446752007,0,3.82343034751592,397.0494801432,0,3.80808351733769,295.368298331481,0,3.80024115943188,234.389268201759,0,0,0,0,0,0,0,0,0,0,0,0,0
3.85505402237863,1274.96228112527,0,3.83190668833291,632.1099658106,0,3.81141202381507,417.946821203369,0,3.79518366485046,310.913998243664,0,3.78533049534462,246.725545475536,0,0,0,0,0,0,0,0,0,0,0,0,0
3.84071683640342,1338.71039518154,0,3.81914052076024,663.71546410113,0,3.79939080573704,438.844162263537,0,3.7826933217139,326.459698155847,0,3.77120237634547,259.061822749313,0,0,0,0,0,0,0,0,0,0,0,0,0
3.82613533785955,1402.4585092378,0,3.80579865681578,695.32096239166,0,3.78721853331291,459.741503323706,0,3.77046783533703,342.005398068031,0,3.75774307464024,271.39810002309,0,0,0,0,0,0,0,0,0,0,0,0,0
3.81152466836565,1466.20662329407,0,3.79184628073957,726.926460682191,0,3.77474620102555,480.638844383874,0,3.7583616776793,357.551097980214,0,3.74481045727281,283.734377296867,0,0,0,0,0,0,0,0,0,0,0,0,0
3.79709933296391,1529.95473735033,0,3.77746845560745,758.531958972721,0,3.76182394378026,501.536185444043,0,3.7462285633835,373.096797892397,0,3.73226165502049,296.070654570644,0,0,0,0,0,0,0,0,0,0,0,0,0
