"Volts (V)","Time (s)","Current (A)","Volts (V)","Time (s)","Current (A)","Volts (V)","Time (s)","Current (A)","Volts (V)","Time (s)","Current (A)","Volts (V)","Time (s)","Current (A)",D1,Dsnref,Dspref,EaDsn,EaDsp,Eakn,Eakp,Rpn,Rpp,brugn,brugp,brugs,c0,cpn,cpp,cps,ctn,ctp,efn,efp,en,ep,es,henv,knref,kpref,lambdan,lambdap,lambdas,ln1,lp,ls,rhon,rhop,rhos,sigma,sigman,sigmap,socn,socp,t1
4.13062874039892,200.,1,4.06452988051509,200.,2,4.00537215606225,200.,3,3.95104507972256,200.,4,3.90089893593723,200.,5,.15e-8,.72e-13,.75e-13,5000,5000,5000,5000,.710e-5,.8e-5,1.5,1.5,1.5,1200,778.5,1116.7,700,30555.,45829.,.3260e-1,.25e-1,.38,.4,.45,2.87,.10307e-9,.1334e-9,1.874,1.678,.16,.465e-4,.43e-4,.16e-4,1592.75,2887.15,1100,100,48.24,59,.9867,.424,.363
4.09695473825637,268.317489067204,0,4.03510892455952,233.501545755248,0,3.97907444210289,221.899958299684,0,3.92788974728762,216.101167423852,0,3.88061653568231,212.62294599503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.0652062860253,336.634978134408,0,4.00768814996566,267.003091510497,0,3.95539357208681,243.799916599368,0,3.90722523514163,232.202334847704,0,3.86207523459491,225.245891990061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.0365712517118,404.952467201612,0,3.9833997129734,300.504637265745,0,3.93428048424273,265.699874899053,0,3.88824689542966,248.303502271557,0,3.84442947787656,237.868837985091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.01156485550632,473.269956268816,0,3.96170533282936,334.006183020993,0,3.91476501270684,287.599833198737,0,3.8700665091469,264.404669695409,0,3.82694859083904,250.491783980121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.9891551350484,541.58744533602,0,3.94152348881681,367.507728776241,0,3.89594937177937,309.499791498421,0,3.85195400257603,280.505837119261,0,3.80899808090252,263.114729975152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.96818217302372,609.904934403223,0,3.92194239024431,401.00927453149,0,3.87708538973473,331.399749798105,0,3.83324904756141,296.607004543113,0,3.7900072679164,275.737675970182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.94770841545126,678.222423470427,0,3.90218596575836,434.510820286738,0,3.85748919880022,353.299708097789,0,3.81334910992414,312.708171966966,0,3.76955245062716,288.360621965213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.92691763072449,746.539912537631,0,3.88153868017277,468.012366041986,0,3.83653475689261,375.199666397474,0,3.79198247319543,328.809339390818,0,3.74813001656435,300.983567960243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.90504665698963,814.857401604835,0,3.85940024777432,501.513911797235,0,3.81421950707,397.099624697158,0,3.76984513884548,344.91050681467,0,3.72651920645805,313.606513955273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
